Test Case,Avg Dispersion,Avg Distance to Goal,Avg Clustering Coefficient,Num Flocks
test_baseline,59.34348423850043,62.246686947770556,0.9990468998465584,1
test_baseline,60.1112508733979,131.47871299001633,0.9990499820232319,1
test_baseline,58.76208685110884,60.66557346867258,0.9990549620531194,1
test_000,109.8145092321962,6721.201979484729,0.9919758909720119,2
test_000,58.958183257882666,6623.135659339267,0.998380182022078,1
test_000,47.98912660788146,3873.321111871992,0.9926646209633557,2
test_001,655.0408774444525,6174.400819430009,0.8391326644565373,2
test_001,216.35221395793783,3944.0252100720327,0.8899114084930279,2
test_001,492.57190162538313,5450.426058609142,0.8320655916260655,3
test_002,53.46690296611902,6505.333024163405,0.9982976921698228,1
test_002,67.56377041450463,6578.428264083139,0.9981907139390997,1
test_002,52.45565652040591,6451.793523457013,0.9980281842519242,1
test_003,57.78863139413106,6401.042890241451,0.9981833864818396,1
test_003,80.6569786258593,2616.909371600837,0.964330732446329,6
test_003,504.9180349703782,6120.57700750674,0.8764436755965814,2
test_004,344.0662622370163,3533.3589126215084,0.8156118232359749,4
test_004,71.10869553191091,7191.6848961668275,0.9961819164653477,2
test_004,104.10360130483271,7164.513056624382,0.994312456930048,3
test_005,199.3327832375341,6457.530445707656,0.9702408719733954,2
test_005,48.68375292780216,5346.167794588809,0.9919756880972769,1
test_005,365.8171361788853,6592.473653803163,0.9019821123718252,2
test_006,80.84467280607207,7362.547997351171,0.9948949533355863,2
test_006,59.716207286139,7350.853337187357,0.9987727033104639,1
test_006,221.5223595581443,7344.2110003440375,0.9762342276496258,2
test_007,389.173864331398,6394.9864300460995,0.8997300133388205,3
test_007,45.57596485661987,7183.616528217797,0.9979091578433523,1
test_007,535.9881043308341,6674.796704583063,0.8820802074260143,2
test_008,41.870280991673994,2501.9516828771702,0.9967469915647361,1
test_008,39.53961931631305,2510.387544980532,0.9970456917944224,1
test_008,41.36764844322821,4135.511006859945,0.997254027530423,1
test_009,45.52995069501758,5782.424322352562,0.9977688202332488,1
test_009,47.811009219867586,6088.675122822224,0.9980112452388799,1
test_009,47.415181526791606,6063.571362272366,0.9981300600818236,1
test_010,89.855158652284,6705.035272636845,0.9940482088838335,2
test_010,396.48120961762055,6566.256552372141,0.953163896074076,2
test_010,422.80017631480564,4938.192561558799,0.8517685356618644,3
test_011,177.76632281754823,2656.7745358683183,0.8815552673429182,5
test_011,109.9872194837225,5772.46441783065,0.9737303824344085,2
test_011,434.8353742618331,3746.330906956149,0.8038736215248019,3
test_012,40.89014807968192,3302.800403450092,0.9973062818237775,1
test_012,35.27288320973122,4118.113880070226,0.9977487175889171,1
test_012,251.24759709317243,7077.430904725442,0.9650332758969431,2
test_013,41.40357032677655,6128.895968831461,0.9983411744064095,1
test_013,500.16770099970876,3878.0217836095703,0.7894764840137684,3
test_013,165.631787025456,5416.640582030069,0.9566498562665471,2
test_014,673.8138286917471,5953.041081533072,0.8251265555710883,2
test_014,37.05226408490002,2119.5217085865925,0.9973081122692999,1
test_014,39.852453486445306,3289.0017546555227,0.9973650581350968,1
test_015,286.04215660092586,2877.5866787081995,0.9116376051791428,2
test_015,55.079013857381604,6685.272497145934,0.9981448264709937,1
test_015,602.2622812965504,4327.807465139857,0.6898564118833904,3
test_016,54.10920634987146,7890.019698729062,0.9979061707324987,1
test_016,60.64385444487748,7979.240333568575,0.9983293404649424,1
test_016,76.6223594987921,7965.475154953357,0.9980508433166182,1
test_017,326.1563819961855,4451.615627580723,0.9317769032907143,3
test_017,38.644645863509126,5402.610042337333,0.9965209962024405,1
test_017,50.82182807850128,7892.270894904155,0.997857854772744,1
test_018,55.67081193029275,7858.889942532737,0.9970962136975026,2
test_018,269.10885533728293,7443.390787551783,0.9364676159064809,4
test_018,66.47299993494762,7955.755684450548,0.9982323847281326,1
test_019,46.21050249297648,6639.552619974647,0.9941892413286614,3
test_019,61.92667435838408,6666.478475568766,0.9897030346431526,4
test_019,385.19311930883634,3320.3832419504706,0.8161476424428463,5
test_020,88.94470334075966,9127.243285539496,0.9977663205203066,3
test_020,799.8431206467342,7744.395827030623,0.7815682632430039,2
test_020,43.088566613619854,8966.850115613348,0.9980614766666599,1
test_021,33.799107203374355,2291.8613974148725,0.9964349043295766,1
test_021,33.37093046183178,3428.230230634369,0.9954938579777411,1
test_021,41.1022716163656,9158.560801796266,0.9979339561831072,1
test_022,69.47514209646154,9222.461280971083,0.998427115196431,1
test_022,107.53209668584076,9332.160101406624,0.993896523021883,2
test_022,66.52013811069332,9191.37648180001,0.9982740465885461,1
test_023,55.59976060914897,8976.127101110726,0.9981546641450395,1
test_023,54.39606523041257,8941.315776800046,0.9982399772366783,1
test_023,338.08241837378813,8761.556582416422,0.9477077393178266,2
test_024,36.285205113773685,4200.8683501345095,0.9969615234812682,1
test_024,34.54723574027489,3325.395378166479,0.9971983719646094,1
test_024,466.5261241579255,5426.784880244015,0.8137408289668503,4
test_025,40.779125118171606,7401.899804271751,0.9981821292032874,1
test_025,41.96589257182695,7456.248537064345,0.9981077282152396,1
test_025,45.72900195423912,7469.370781874572,0.9984361491426579,1
test_026,54.80219105353383,7967.82204514801,0.9982687968807099,1
test_026,54.53963621022591,8010.312453161119,0.998228795615135,2
test_026,106.58541817054356,8018.9129484178,0.9922922836275687,2
test_027,332.2081641969404,6980.272067880407,0.9320518839559243,2
test_027,995.3625241645339,7173.507530230291,0.7519733616586722,2
test_027,598.7058467873404,6873.346703729616,0.8670214727854134,2
test_028,37.41601286713597,5176.505144457014,0.9962687470208901,1
test_028,27.76123505341757,2971.184847780981,0.9973962460414295,1
test_028,38.87555849079912,2521.0455740629923,0.9967245826593911,1
test_029,57.5336201041673,4156.283268842203,0.9922976911871116,2
